#######################
##
## License goes here
##
#######################
a	ɑ
om	om
omelett	oməlæt
onbedéngt	onbədeŋt
onbestänneg	onbəʃtænəɕ
onbestëmmt	onbəʃtəmt
ondankbar	ondɑŋkbaːʀ
ondenkbar	ondæŋkbaːʀ
onéierlech	onɜɪɐləɕ
onendlech	onændləɕ
onerhéiert	onɐhɜɪɐt
onerwaart	onɐvaːʀt
onfrëndlech	onfʀəndləɕ
ongär	ongɛːɐ
ongedëlleg	ongədələɕ
ongedold	ongədolt
ongeféier	ongəfɜɪɐ
ongemiddelt	ongəmidəlt
ongenéiert	onʒənɜɪɐt
ongeschécklech	ongəʃekləɕ
ongesond	ongəzont
ongewinnt	ongəvint
ongezillt	ongətsilt
ongeziwwer	ongətsivɐ
ongezwonge	ongətswoŋə
ongezwongen	ongətswoŋən
ongläich	onglæːɪɕ
ongléck	onglek
onglécklech	onglekləɕ
onglécklecherweis	onglekləɕɐvɑɪs
onheemlech	onheːmləɕ
onkammoud	onkɑməʊt
onkraut	onkʀæːʊt
onmanéierlech	onmɑnɜɪɐləɕ
onmass	onmɑs
onméiglech	onmɜɪʑləɕ
onnëtz	onəts
onofhängeg	onoːfhæŋəɕ
onofhängegkeet	onoːfhæŋəɕkeːt
onrecht	onʀæɕt
onrou	onʀəʊ
onroueg	onʀəʊəɕ
ons	ons
onschiedlech	onʃiedləɕ
onschold	onʃolt
onsécher	onsəɕɐ
ontrei	ontʀɑɪ
onuerdnung	onuːɐdnuŋ
onvergiesslech	onfɐgiəsləɕ
onverhofft	onfɐhoft
onverschimt	onfɐʃimt
onverschimtheet	onfɐʃimtheːt
onvirsichteg	onfiːɐziɕtəɕ
onvirsichtegkeet	onfiːɐziɕtəɕkeːt
onzefridde	ontsəfʀidə
onzefridden	ontsəfʀidən
ootme	oːtmə
ootmen	oːtmən
ootmung	oːtmuŋ
op	op
opbesserung	opbæsɐuŋ
opblose	opbloːzə
opblosen	opbloːzən
opdrag	opdʀaːχ
opdränge	opdʀæŋə
opdrängen	opdʀæŋən
opdréie	opdʀɜɪə
opdréien	opdʀɜɪən
openthalt	obənthɑlt
oper	oːpɐ
operéiere	opəʀɜɪəʀə
operéieren	opəʀɜɪəʀən
operett	oːpəʀæt
opfale	opfaːlə
opfalen	opfaːlən
opfänke	opfæŋkə
opfänken	opfæŋkən
opfriesse	opfʀiəsə
opfriessen	opfʀiəsən
opgedonnert	opgədonɐt
opgepasst	opgəpɑst
opgi	opgi
opginn	opgin
opgoe	opgoːə
opgoen	opgoːən
ophale	ophaːlə
ophalen	ophaːlən
ophänke	ophæŋkə
ophänken	ophæŋkən
ophiewe	ophiəvə
ophiewen	ophiəvən
opkéipe	opkɜɪpə
opkéipen	opkɜɪpən
opluede	opluədə
oplueden	opluədən
opmierksam	opmiːɐksaːm
opmierksamkeet	opmiːɐksaːmkeːt
oppasse	oppɑsə
oppassen	oppɑsən
oppassert	oppɑsɐt
oppositioun	opozitsjəʊn
oprafe	opʀaːfə
oprafen	opʀaːfən
opraume	opʀɑʊmə
opraumen	opʀɑʊmən
opreege	opʀeːʑə
opreegen	opʀeːʑən
opreegung	opʀeːʑuŋ
oprichteg	opʀiːɕtəɕ
opriichte	opʀiːɕtə
opriichten	opʀiːɕtən
oprulle	opʀulə
oprullen	opʀulən
opschreiwe	opʃʀɑɪvə
opschreiwen	opʃʀɑɪvən
opschuppe	opʃupə
opschuppen	opʃupən
opsiicht	opziːɕt
opsoe	opzoːə
opsoen	opzoːən
opsprange	opʃpʀɑŋə
opsprangen	opʃpʀɑŋən
opstoe	opʃtoːə
opstoen	opʃtoːən
opsuckele	opzukələ
opsuckelen	opzukələn
optiker	optikɐ
opweise	opvɑɪzə
opweisen	opvɑɪzən
opwierme	opwiːɐmə
opwiermen	opwiːɐmən
opwuesse	opwuəsə
opwuessen	opwuəsən
opziele	optsiələ
opzielen	optsiələn
orange	oʀɑ̃ːʃ
orangëjus	oʀɑ̃ːʒəʒyː
organisatioun	ɔʀgaːnizatsjəʊn
organiséiere	ɔʀgaːnizɜɪəʀə
organiséieren	ɔʀgaːnizɜɪəʀən
orthographie	ɔʀtogʀɑfiː
oste	ostə
osten	ostən
otem	oːtəm
otempaus	oːtəmpɑʊs
ouer	əʊɐ
ouerenentzündung	əʊəʀənænttsynduŋ
ouerläppche	əʊɐlæpɕə
ouerläppchen	əʊɐlæpɕən
ouerréng	əʊɐʀeŋ
ouerschlëffer	əʊɐʃləfɐ
ouni	əʊniː
ouschtere	əʊʃtəʀə
ouschteren	əʊʃtəʀən
ouschterhues	əʊʃtɐhuəs
oval	ovaːl
owend	oːvənt
owendiesse	oːvəndiəsə
owendiessen	oːvəndiəsən
ower	oːvɐ
owes	oːvəs
owescours	oːvəskuːɐ
oweskleed	oːvəskleːt
paangech	paːŋəɕ
paart	paːʀt
pabeier	pɑbɑɪɐ
pabeierkuerf	pɑbɑɪɐkuəf
packe	pɑkə
packen	pɑkən
pad	paːt
paddel	pɑdəl
paddelboot	pɑdəlboːt
paddele	pɑdələ
paddelen	pɑdələn
päerd	pɛːɐt
päerdercher	pɛːɐdɐɕɐ
päerdsbier	pɛːɐtsbiːɐ
päerdsstall	pɛːɐtsʃtɑl
paff	pɑf
pai	pɑɪ
päif	pæːɪf
päife	pæːɪfə
päifen	pæːɪfən
paillette	pɑɪæt
päinetsch	pæːɪnætʃ
päiperlek	pæːɪpɐlek
päischte	pæːɪʃtə
päischten	pæːɪʃtən
pak	paːk
pake	paːkə
paken	paːkən
palais	pɑlɛː
palier	pɑlieː
paltong	pɑltoŋ
pampelmuss	pɑmpəlmus
pan	paːn
pand	pɑnt
panda	pɑndaː
panech	paːnəɕ
panewippche	paːnəvipɕə
panewippchen	paːnəvipɕən
pann	pɑn
panz	pɑnts
papagei	pɑpɑgɑɪ
papeg	paːpəɕ
papp	pɑp
paräis	pɑʀæːɪs
parat	pɑʀaːt
paravent	pɑʀɑvɑ̃ː
parcours	pɑʀkuːɐ
pardon	pɑʀdɑ̃ː
parechoc	paːʀʃok
pärel	pɛːʀəl
parfum	pɑʀfɛ̃ː
parfümerie	pɑʀfyməʀiː
park	pɑʀk
parke	pɑʀkə
parken	pɑʀkən
parkplaz	pɑʀkplaːts
parlamentaresch	pɑʀlaːmæntaːʀəʃ
parréck	pɑʀek
participant	pɑʀtisipɑ̃ː
participanten	pɑʀtisipɑ̃ːən
partie	pɑʀtiː
partner	pɑʀtnɐ
party	paːʀtiː
parzeläin	pɑʀtsəlæːɪn
parzell	pɑʀtsæl
paschtouer	pɑʃtəʊɐ
pass	pɑs
passagéier	pɑsɑʒɜɪɐ
passe	pɑsə
passen	pɑsən
passepartout	pɑspɑʀtuː
passette	pɑsæt
passfoto	pɑsfotoː
pater	paːtɐ
patient	pɑtsjænt
patisserie	pɑtisəʀiː
patissier	pɑtisjeː
patsch	pɑtʃ
patt	pɑt
pätter	pætɐ
paus	pɑʊs
pautsch	pæːʊtʃ
pawee	pɑveː
péage	peːaːʃ
pech	pæɕ
peche	pæɕə
pecheg	pæɕəɕ
pechen	pæɕən
pedall	pədɑl
pédicure	peːdikyːʀ
peffer	pæfɐ
peffermanztéi	pæfɐmɑntstɜɪ
péiteng	pɜɪteŋ
péiterséilech	pɜɪtɐzɜɪləɕ
pelikan	peːlikaːn
pëll	pəl
pellem	pæləm
pelz	pælts
péng	peŋ
péngeche	peŋəɕə
péngechen	peŋəɕən
péngschte	peŋʃtə
péngschten	peŋʃtən
penibel	peːniːbəl
péniche	peːniʃ
pénktlech	peŋktləɕ
pensée	pɑ̃ːseː
pënsel	pənzəl
pensionéiert	pænsjoːnɜɪɐt
pëppel	pəpəl
perfekt	pɛʀfækt
permanente	pɛʀmɑnɑ̃ːt
permis	pɛʀmiː
perruche	pæʀyʃ
perséinlech	pɛʀzɜɪnləɕ
personal	pɛʀzonaːl
persoun	pɛʀzəʊn
pescht	pæʃt
pëspere	pəspəʀə
pësperen	pəspəʀən
pëtrolstanker	pətʀolstɑŋkɐ
pëtz	pəts
pëtze	pətsə
pëtzen	pətsən
petzi	pætsiː
phare	faːʀ
phonetik	foneːtik
piano	pjɑnoː
picke	pikə
pickeg	pikəɕ
picken	pikən
picknick	piknik
piddele	pidələ
piddelen	pidələn
piff	pif
piisch	piːʃ
pije	piːʒə
pijen	piːʒən
pilger	pilʑɐ
pilgerplaz	pilʑɐplaːts
pillem	piləm
pilot	piloːt
pilz	pilts
pinguin	piŋguiːn
pinsche	pinʃə
pinschen	pinʃən
pinsel	pinzəl
piscine	pisin
pisse	pisə
pissen	pisən
pist	pist
pittoresk	pitoːʀæsk
pizza	pitsaː
placard	plɑkaːʀ
plack	plɑk
plackespiller	plɑkəʃpilɐ
plädéiere	plɛːdɜɪəʀə
plädéieren	plɛːdɜɪəʀən
plafong	plɑfoŋ
plafonnéier	plɑfonɜɪɐ
plage	plaːʃ
plagen	plaːʒən
plakapp	plaːkɑp
plakäppeg	plaːkæpəɕ
plakat	plɑkaːt
plakeg	plaːkəɕ
planéiere	plɑnɜɪəʀə
planéieren	plɑnɜɪəʀən
planet	plɑneːt
plang	plɑŋ
plange	plɑŋə
plangen	plɑŋən
planz	plɑnts
planze	plɑntsə
planzen	plɑntsən
plastik	plɑstik
plastikstut	plɑstikstuːt
plastilin	plɑstilin
plateau	plɑtoː
plätschnaass	plætʃnaːs
platt	plɑt
plättche	plætɕə
plättchen	plætɕən
platte	plɑtə
platten	plɑtən
platze	plɑtsə
platzen	plɑtsən
plaz	plaːts
plécke	plekə
plécken	plekən
plënnere	plənəʀə
plënneren	plənəʀən
pleséier	pləzɜɪɐ
plo	ploː
ploe	ploːə
ploen	ploːən
plomm	plom
plooschter	ploːʃtɐ
plott	plot
plou	pləʊ
ploue	pləʊə
plouen	pləʊən
plover	ploːvɐ
plüschdéier	plyʃdɜɪɐ
pneu	pnøː
pohunn	poːhun
poléiere	polɜɪəʀə
poléieren	polɜɪəʀən
police	polis
politiker	politikɐ
polizei	politsɑɪ
polizist	politsist
polnesch	polnəʃ
polstere	polstəʀə
polsteren	polstəʀən
polver	polfɐ
polykopéiere	polikopɜɪəʀə
polykopéieren	polikopɜɪəʀən
pompel	pompəl
pompele	pompələ
pompelen	pompələn
pompjee	pompʒeː
pompjeesauto	pompʒeːzɑʊtoː
pond	pont
pony	poniː
popcorn	popkɔːʀn
popp	pop
poppenhaus	popənhæːʊs
porrett	pɔʀæt
portefeuille	pɔʀtəfœj
portemanteau	pɔʀtmɑ̃ːtoː
portier	pɔʀtjeː
portioun	pɔʀtsjəʊn
portmonni	pɔʀtmoniː
portugal	pɔʀtuːgɑl
portugisesch	pɔʀtugiːzəʃ
posch	poʃ
post	post
poteau	potoː
potere	poːtəʀə
poteren	poːtəʀən
potti	potiː
poufank	pəʊfɑŋk
pouke	pəʊkə
pouken	pəʊkən
poul	pəʊl
poulet	puleː
poulriicht	pəʊlʀiːɕt
poussette	pusæt
pouster	pəʊstɐ
pouze	pəʊtsə
pouzen	pəʊtsən
prabbeli	pʀɑbəliː
praffe	pʀɑfə
praffen	pʀɑfən
präis	pʀæːɪs
praktesch	pʀɑktəʃ
praum	pʀɑʊm
praxis	pʀɑksis
präzis	pʀɛːtsiːs
préiwe	pʀɜɪvə
préiwen	pʀɜɪvən
premiere	pʀəmjeːə
première	pʀəmjɛːʀ
prënz	pʀənts
préparatioun	pʀeːpɑʀɑtjəʊn
presentatioun	pʀezɑ̃ːntatsjəʊn
presentéieren	pʀezɑ̃ːntɜɪəʀən
presse	pʀæsə
pressen	pʀæsən
pressessioun	pʀæsəsjəʊn
pressioun	pʀæsjəʊn
presslofthummer	pʀæslofthumɐ
prêt	pʀɛː
prett	pʀæt
preuven	pʀœːvən
priedege	pʀiədəʑə
priedegen	pʀiədəʑən
primärschoul	pʀimɛːɐʃəʊl
prinzessin	pʀintsæsin
prisong	pʀizoŋ
prisonnéier	pʀizonɜɪɐ
privat	pʀivaːt
pro	pʀoː
probéiere	pʀobɜɪəʀə
probéieren	pʀobɜɪəʀən
problem	pʀobleːm
produkt	pʀodukt
produktioun	pʀoduksjəʊn
produzéiere	pʀodutsɜɪəʀə
produzéieren	pʀodutsɜɪəʀən
professer	pʀofæsɐ
professesch	pʀofæsəʃ
profezeie	pʀofətsɑɪə
profezeien	pʀofətsɑɪən
profit	pʀofit
profitéiere	pʀofitɜɪəʀə
profitéieren	pʀofitɜɪəʀən
programm	pʀogʀɑm
programméiere	pʀogʀɑmɜɪəʀə
programméieren	pʀogʀɑmɜɪəʀən
progrès	pʀogʀɛː
projet	pʀoʒeː
projeten	pʀoʒeːən
projets	pʀoʒeː
proklaméiere	pʀoklɑmɜɪəʀə
proklaméieren	pʀoklɑmɜɪəʀən
prominent	pʀominænt
promm	pʀom
pronom	pʀonɑ̃ː
pronome	pʀonɑ̃ːə
pronomen	pʀonɑ̃ːən
propeller	pʀopælɐ
proposéiere	pʀopoːzɜɪəʀə
proposéieren	pʀopoːzɜɪəʀən
propper	pʀopɐ
propretéit	pʀopʀətɜɪt
prospekt	pʀospækt
prost	pʀost
proste	pʀostə
prosten	pʀostən
protein	pʀoteːiːn
prouwe	pʀəʊvə
prouwen	pʀəʊvən
prozent	pʀotsænt
pruecht	pʀuəɕt
prüfung	pʀyːfuŋ
psalm	psaːlm
psychanalys	psikɑnaːliːs
psychesch	psiːɕəʃ
psychescher	psiɕəʃɐ
psychiater	psikjaːtɐ
psychiatresch	psikjaːtʀəʃ
psychoanalys	psikoːɑnaːliːs
psychoanalyse	psikoːɑnaːliːzə
psychologie	psikoːloːʒiː
psychos	psikoːs
publicitéit	pyblisitɜɪt
publizéiere	pyblitsɜɪəʀə
publizéieren	pyblitsɜɪəʀən
puche	puχə
puchen	puχən
pudder	pudɐ
puddere	pudəʀə
pudderen	pudəʀən
puer	puːɐ
puff	puf
puffe	pufə
puffen	pufən
puffere	pufəʀə
pufferen	pufəʀən
pujel	puʒəl
pull	pul
pullover	puloːvɐ
pünäs	pynɛːs
punkt	puŋkt
pupeg	puːpəɕ
puppelche	pupəlɕə
puppelchen	pupəlɕən
puppsat	pupzaːt
purée	pyːʀeː
putsch	putʃ
pyjama	piʒaːmaː
quai	kɛː
quake	kwaːkə
quaken	kwaːkən
quäle	kwɛːlə
quälen	kwɛːlən
qualitéit	kɑlitɜɪt
quantitéit	kɑntitɜɪt
quartier	kɑʀtjeː
quatsch	kwɑtʃ
queesch	kweːʃ
quell	kwæl
quetsch	kwætʃ
quetschekraut	kwætʃəkʀæːʊt
queue	køː
quiitsche	kwiːtʃə
quiitschen	kwiːtʃən
quittung	kwituŋ
raache	ʀaːχə
raachen	ʀaːχən
raaspel	ʀaːspəl
raaspele	ʀaːspələ
raaspelen	ʀaːspələn
rabatt	ʀɑbɑt
rabbele	ʀɑbələ
rabbelen	ʀɑbələn
räbbi	ʀæbiː
rabbiner	ʀɑbinɐ
rach	ʀɑχ
räche	ʀɛːɕə
rächen	ʀɛːɕən
rack	ʀɑk
rad	ʀaːt
radau	ʀɑdɑʊ
raddereg	ʀɑdəʀəɕ
radio	ʀaːdjoː
rafe	ʀaːfə
rafen	ʀaːfən
raffinéiert	ʀɑfinɜɪɐt
rahm	ʀaːm
raiber	ʀɑɪbɐ
räich	ʀæːɪɕ
räichtum	ʀæːɪɕtum
räif	ʀæːɪf
räis	ʀæːɪs
rakéit	ʀɑkɜɪt
rambli	ʀɑmbliː
rang	ʀɑŋ
rank	ʀɑŋk
rapp	ʀɑp
rappe	ʀɑpə
rappecht	ʀɑpəɕt
rappen	ʀɑpən
rapport	ʀɑpɔːʀ
räpse	ʀæpsə
räpsen	ʀæpsən
raquette	ʀɑkæt
rar	ʀaːʀ
rascht	ʀɑʃt
raschte	ʀɑʃtə
raschteg	ʀɑʃtəɕ
raschten	ʀɑʃtən
rass	ʀɑs
rat	ʀaːt
rätsel	ʀɛːtsəl
rau	ʀæːʊ
raum	ʀæːʊm
raume	ʀɑʊmə
raumen	ʀɑʊmən
raumschëff	ʀæːʊmʃəf
raup	ʀæːʊp
raut	ʀæːʊt
razeg	ʀaːtsəɕ
reaktioun	ʀeaːksjəʊn
réaliséiere	ʀeaːlizɜɪəʀə
réaliséieren	ʀeaːlizɜɪəʀən
rebbi	ʀæbiː
réceptionniste	ʀeːsæpsjoːnist
receptioun	ʀeːsæpsjəʊn
rechemaschinn	ʀæɕəmɑʃin
recherche	ʀəʃɛʀʃ
rechne	ʀæɕnə
rechnen	ʀæɕnən
rechnung	ʀæɕnuŋ
recht	ʀæɕt
rechts	ʀæɕts
réck	ʀek
réckele	ʀekələ
réckelen	ʀekələn
ree	ʀeː
reebou	ʀeːbəʊ
reech	ʀeːɕ
reeche	ʀeːɕə
reechen	ʀeːɕən
reedel	ʀeːdəl
reef	ʀeːf
reell	ʀeːæl
reemantel	ʀeːmɑntəl
reen	ʀeːn
reene	ʀeːnə
reeneg	ʀeːnəɕ
reenen	ʀeːnən
rees	ʀeːs
reese	ʀeːzə
reesen	ʀeːzən
reewaasser	ʀeːwaːsɐ
reewuerm	ʀeːvuːɐm
refuséiere	ʀəfyzɜɪəʀə
refuséieren	ʀəfyzɜɪəʀən
regard	ʀəgaːʀ
regel	ʀeːʑəl
regelméisseg	ʀeːʑəlmɜɪsəɕ
regierung	ʀeʑiːʀuŋ
régime	ʀeʒim
réglage	ʀeglaːʃ
rei	ʀɑɪ
réi	ʀɜɪ
reide	ʀɑɪdə
reiden	ʀɑɪdən
réiere	ʀɜɪəʀə
réieren	ʀɜɪəʀən
reim	ʀɑɪm
reiser	ʀɑɪzɐ
reiwe	ʀɑɪvə
reiwen	ʀɑɪvən
reklam	ʀəklɑm
reklamatioun	ʀəklɑmɑsjəʊn
reklaméiere	ʀəklɑmɜɪəʀə
reklaméieren	ʀəklɑmɜɪəʀən
rekolt	ʀəkolt
remarque	ʀəmɑʀk
remboursement	ʀɑ̃ːmbuʀsmænt
remorque	ʀəmɔʀk
rendezvous	ʀɑ̃ːdeːvuː
rëndfleesch	ʀəntfleːʃ
reng	ʀæŋ
rénk	ʀeŋk
renke	ʀæŋkə
renken	ʀæŋkən
renndéier	ʀændɜɪɐ
renne	ʀænə
rënne	ʀənə
rennen	ʀænən
rënnen	ʀənən
renseignement	ʀɑ̃ːsæɲəmænt
rent	ʀænt
rentabel	ʀæntaːbəl
reparatur	ʀəpɑʀɑtuːʀ
reporter	ʀəpɔʀtɐ
rëpp	ʀəp
rescht	ʀæʃt
rëschte	ʀəʃtə
rëschten	ʀəʃtən
rësel	ʀəzəl
rësele	ʀəzələ
rëselen	ʀəzələn
reserve	ʀezɛʀf
reservéiere	ʀezɛʀvɜɪəʀə
reservéieren	ʀezɛʀvɜɪəʀən
respekt	ʀæspækt
respektiv	ʀæspæktiːf
responsabel	ʀæspɑ̃ːsaːbəl
responsabele	ʀæspɑ̃ːsaːbələ
responsabelen	ʀæspɑ̃ːsaːbələn
rëss	ʀəs
ressort	ʀəsɔːʀ
restaurant	ʀæstoːʀɑ̃ː
resultat	ʀəzultaːt
retour	ʀətuːʀ
rette	ʀætə
retten	ʀætən
rettung	ʀætuŋ
réunioun	ʀeːynjəʊn
revolver	ʀəvolvɐ
revue	ʀəvyː
rezdechaussée	ʀeːtʃoːseː
rezept	ʀətsæpt
rhytmus	ʀitmus
ribb	ʀip
ribbe	ʀibə
ribben	ʀibən
riche	ʀiɕə
richen	ʀiɕən
richteg	ʀiɕtəɕ
rido	ʀidoː
ried	ʀiət
riede	ʀiədə
riedele	ʀiədələ
riedelen	ʀiədələn
rieden	ʀiədən
riedner	ʀiədnɐ
rief	ʀiəf
riets	ʀiəts
riicht	ʀiːɕt
riichtaus	ʀiːʑdæːʊs
riichter	ʀiːɕtɐ
riichteraus	ʀiːʑdəʀæːʊs
riichtewech	ʀiːʑdəvæɕ
rill	ʀil
rimm	ʀim
ris	ʀiːs
riseg	ʀiːzəɕ
risele	ʀizələ
riselen	ʀizələn
riserad	ʀiːzəʀaːt
riskéiere	ʀiskɜɪəʀə
riskéieren	ʀiskɜɪəʀən
roboter	ʀobotɐ
rode	ʀoːdə
roden	ʀoːdən
roff	ʀof
roll	ʀol
rollschong	ʀolʃoŋ
rollstull	ʀolʃtul
rollued	ʀolluət
rolze	ʀoltsə
rolzen	ʀoltsən
roman	ʀomaːn
romantesch	ʀomɑntəʃ
romarin	ʀomɑʀɛ̃ː
rommel	ʀoməl
rondel	ʀondəl
ronderëm	ʀondəʀəm
ronke	ʀoŋkə
ronken	ʀoŋkən
ronn	ʀon
ronschel	ʀonʃəl
ronschele	ʀonʃələ
ronschelen	ʀonʃələn
rosa	ʀoːzaː
rose	ʀoːzə
rosen	ʀoːzən
roserei	ʀozəʀɑɪ
rot	ʀoːt
rou	ʀəʊ
roudelzeg	ʀəʊdəltsəɕ
roue	ʀəʊə
roueg	ʀəʊəɕ
rouen	ʀəʊən
rouer	ʀəʊɐ
roulad	ʀulaːt
roulade	ʀulaːdə
rouladen	ʀulaːdən
roulotte	ʀulot
rous	ʀəʊs
rouscht	ʀəʊʃt
rouse	ʀəʊzə
rousekranz	ʀəʊzəkʀɑnts
rousen	ʀəʊzən
rout	ʀəʊt
routine	ʀutin
rucksak	ʀukzaːk
rücksicht	ʀykziɕt
rudder	ʀudɐ
rudderboot	ʀudɐboːt
ruddere	ʀudəʀə
rudderen	ʀudəʀən
ruffe	ʀufə
ruffen	ʀufən
rugby	ʀygbiː
ruin	ʀuːiːn
rull	ʀul
rulle	ʀulə
rullen	ʀulən
rumänesch	ʀumɛːnəʃ
rumm	ʀum
rüssel	ʀysəl
russesch	ʀusəʃ
rutschbahn	ʀutʃbaːn
rutsche	ʀutʃə
rutschen	ʀutʃən
rutt	ʀut
saach	zaːχ
saaft	zaːft
sabbelduch	zɑbəlduχ
sabbele	zɑbələ
sabbelen	zɑbələn
sächlech	zæɕləɕ
sachlech	zɑχləɕ
säfteg	zæftəɕ
saier	zɑɪɐ
säin	zæːɪn
saison	sɛːzɑ̃ː
säit	zæːɪt
sak	zaːk
sakgaass	zaːkgaːs
salef	zaːləf
sall	zɑl
sällche	zælɕə
sällchen	zælɕən
salon	sɑlɑ̃ː
salz	zɑlts
salzdëppche	zɑltsdəpɕə
salzdëppchen	zɑltsdəpɕən
salze	zɑltsə
salzeg	zɑltsəɕ
salzen	zɑltsən
sam	zaːm
samett	zaːmæt
sammele	zɑmələ
sammelen	zɑmələn
samschdeg	zɑmʃdəɕ
samschdes	zɑmʃdəs
sand	zɑnt
sandal	zɑndaːl
sandauer	zɑndɑʊɐ
sandbuerg	zɑntbuːɐɕ
sandkëscht	zɑntkəʃt
sandwich	sæntwitʃ
sanéierung	zɑnɜɪəʀuŋ
sange	zɑŋə
sangen	zɑŋən
sänger	zæŋɐ
sängerin	zæŋəʀin
sat	zaːt
sau	zæːʊ
sauer	zɑʊɐ
sauerampel	zɑʊɐɑmpəl
sauerkraut	zɑʊɐkʀɑʊt
sauermous	zɑʊɐməʊs
sauerstoff	zɑʊɐʃtof
saufe	zæːʊfə
saufen	zæːʊfən
sauna	zɑʊnaː
saz	zaːts
schaardeg	ʃaːʀdəɕ
schaarf	ʃaːɐf
schaaschtech	ʃaːʃtəɕ
schach	ʃɑχ
schäerft	ʃɛːɐft
schaf	ʃaːf
schafe	ʃaːfə
schafen	ʃaːfən
schäffche	ʃæfɕə
schäffchen	ʃæfɕən
schaffdag	ʃɑfdaːχ
schäffe	ʃæfə
schaffe	ʃɑfə
schäffen	ʃæfən
schaffen	ʃɑfən
schaffert	ʃɑfɐt
schaime	ʃɑɪmə
schaimen	ʃɑɪmən
schäin	ʃæːɪn
schäissdreck	ʃæːɪsdʀæk
schäisse	ʃæːɪsə
schäissen	ʃæːɪsən
schal	ʃaːl
schale	ʃaːlə
schalen	ʃaːlən
schallekseg	ʃɑleksəɕ
schalter	ʃɑltɐ
schampes	ʃɑmpəs
schan	ʃaːn
schank	ʃɑŋk
schapp	ʃɑp
schappe	ʃɑpə
schappeg	ʃɑpəɕ
schappen	ʃɑpən
schatz	ʃɑts
schätze	ʃætsə
schätzen	ʃætsən
schätzung	ʃætsuŋ
schauer	ʃɑʊɐ
schauere	ʃɑʊəʀə
schaueren	ʃɑʊəʀən
schaukel	ʃɑʊkəl
schaukele	ʃɑʊkələ
schaukelen	ʃɑʊkələn
schaukelpäerd	ʃɑʊkəlpɛːɐt
schaum	ʃæːʊm
schaumläffel	ʃæːʊmlæfəl
schauspiller	ʃɑʊʃpilɐ
schauspillerin	ʃɑʊʃpiləʀin
schausseg	ʃæːʊsəɕ
scheck	ʃæk
scheckbuch	ʃækbuχ
schécke	ʃekə
schécken	ʃekən
schëdde	ʃədə
schëdden	ʃədən
scheede	ʃeːdə
scheeden	ʃeːdən
scheedung	ʃeːduŋ
schëff	ʃəf
schei	ʃɑɪ
scheier	ʃɑɪɐ
schéier	ʃɜɪɐ
schéifer	ʃɜɪfɐ
schéin	ʃɜɪn
schéinheet	ʃɜɪnheːt
scheinwerfer	ʃɑɪnvɛʀfɐ
schéissbud	ʃɜɪsbuːt
schéisse	ʃɜɪsə
schéissen	ʃɜɪsən
schëld	ʃəlt
schell	ʃæl
schelle	ʃælə
schellen	ʃælən
schëller	ʃəlɐ
schénge	ʃeŋə
schéngen	ʃeŋən
schenke	ʃæŋkə
schenken	ʃæŋkən
schëpp	ʃəp
schëppche	ʃəpɕə
schëppchen	ʃəpɕən
schi	ʃiː
schibengel	ʃiːbæŋəl
schick	ʃik
schicksal	ʃikzaːl
schiedlech	ʃiədləɕ
schiele	ʃiələ
schielen	ʃiələn
schierbel	ʃiːɐbəl
schierbele	ʃiːɐbələ
schierbelen	ʃiːɐbələn
schiertech	ʃiːɐtəɕ
schiet	ʃiət
schif	ʃiːf
schifer	ʃiːfɐ
schildkröt	ʃiltkʀøːt
schimmeg	ʃiməɕ
schimmeleg	ʃimələɕ
schimt	ʃimt
schinn	ʃin
schippelche	ʃipəlɕə
schippelchen	ʃipəlɕən
schlaang	ʃlaːŋ
schlagsahn	ʃlaːχsaːn
schläiche	ʃlæːɪɕə
schläichen	ʃlæːɪɕən
schläife	ʃlæːɪfə
schläifen	ʃlæːɪfən
schlaksert	ʃlɑksɐt
schlamm	ʃlɑm
schlank	ʃlɑŋk
schlapp	ʃlɑp
schlass	ʃlɑs
schlässer	ʃlæsɐ
schlau	ʃlɑʊ
schlauch	ʃlæːʊχ
schlecht	ʃlæɕt
schléck	ʃlek
schlécke	ʃlekə
schlécken	ʃlekən
schleefe	ʃleːfə
schleefen	ʃleːfən
schleek	ʃleːk
schleekenhaische	ʃleːkənhɑɪsjə
schleekenhaischen	ʃleːkənhɑɪsjən
schleidere	ʃlɑɪdəʀə
schleideren	ʃlɑɪdəʀən
schleier	ʃlɑɪɐ
schléif	ʃlɜɪf
schléifer	ʃlɜɪfɐ
schleis	ʃlɑɪs
schléiwe	ʃlɜɪvə
schléiwen	ʃlɜɪvən
schléiwenheck	ʃlɜɪvənhæk
schlëmm	ʃləm
schlëssel	ʃləsəl
schlësselbee	ʃləsəlbeː
schlësselbeen	ʃləsəlbeːn
schlëssellach	ʃləsəllɑχ
schliisslech	ʃliːsləɕ
schlips	ʃlips
schlitt	ʃlit
schlittschong	ʃlitʃoŋ
schlitz	ʃlits
schloe	ʃloːə
schloen	ʃloːən
schlof	ʃloːf
schlofe	ʃloːfə
schlofen	ʃloːfən
schloff	ʃlof
schlofkap	ʃloːfkaːp
schlofkummer	ʃloːfkumɐ
schlofsak	ʃloːfzaːk
schlofzëmmer	ʃloːftsəmɐ
schloper	ʃloːpɐ
schloree	ʃloːʀeː
schloreen	ʃloːʀeːn
schluecht	ʃluəɕt
schluechte	ʃluəɕtə
schluechten	ʃluəɕtən
schluechthaus	ʃluəɕthæːʊs
